COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0318,SF425,1202,683,0,192,17,466,3,0,0,0,0,0,140,492,41,535,44,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,495,32,133,575,557,542,505,80,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,88,409,189,496,103,479,107,475,103,0,0,0,0,228,395,0,0,0,0,0,0,0,0,
25,0319,SP301,649,357,0,141,7,204,3,9,74,9,243,16,0,0,0,256,13,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,90,0,0,0,0,0,0,0,248,20,71,274,283,281,256,42,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,32,208,88,267,32,267,33,262,33,0,0,0,0,132,194,0,0,0,0,0,0,0,0,
25,0320,SP302,850,448,0,176,16,243,7,8,121,18,276,15,0,0,0,307,27,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,149,0,0,0,0,0,0,0,267,29,138,340,344,346,293,91,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,219,312,83,236,152,292,97,291,99,285,101,0,0,0,0,123,289,0,0,0,0,0,0,0,0,
25,0321,SP303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0322,SP304,816,502,0,188,6,301,5,19,101,13,351,9,0,0,0,394,27,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,149,0,0,0,0,0,0,0,347,34,110,392,410,399,351,75,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,234,375,58,299,123,360,65,355,70,365,55,0,0,0,0,145,309,0,0,0,0,0,0,0,0,
25,0323,SP305,995,636,0,266,15,346,2,6,142,12,436,26,0,0,0,470,46,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,209,0,0,0,0,0,0,0,413,23,159,494,505,504,452,81,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,333,471,84,367,185,465,87,456,91,451,91,0,0,0,0,228,341,0,0,0,0,0,0,0,0,
25,0324,SP306,1030,645,0,233,20,379,6,8,116,22,464,22,0,0,0,479,48,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,447,27,143,521,519,503,448,104,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,358,482,100,407,169,460,110,450,116,448,104,0,0,0,0,214,385,0,0,0,0,0,0,0,0,
25,0325,SP307,820,509,0,186,14,296,10,6,106,16,345,21,0,0,0,370,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,154,0,0,0,0,0,0,0,340,25,116,391,396,389,355,54,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,65,274,158,360,72,347,82,357,68,0,0,0,0,179,263,0,0,0,0,0,0,0,0,
25,0326,SP308,1181,703,0,246,25,419,7,7,134,14,508,30,0,0,0,535,36,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,190,0,0,0,0,0,0,0,494,38,148,558,576,560,500,92,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,106,404,202,484,115,472,124,487,106,0,0,0,0,234,405,0,0,0,0,0,0,0,0,
25,0327,SP310,507,311,0,123,12,172,3,7,59,6,216,17,0,0,0,226,15,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,214,21,63,260,252,250,222,47,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,198,250,24,196,82,233,35,233,34,230,33,0,0,0,0,140,151,0,0,0,0,0,0,0,0,
25,0328,SP401,1036,635,1,225,16,380,7,0,0,0,0,0,156,431,30,501,30,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,450,18,130,523,525,507,457,85,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,399,491,79,422,141,487,72,467,91,476,72,0,0,0,0,230,346,0,0,0,0,0,0,0,0,
25,0329,SP402,768,513,0,169,10,323,7,0,0,0,0,0,104,370,31,415,28,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,378,18,88,413,411,406,388,60,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,360,390,63,325,121,389,56,369,73,374,65,0,0,0,0,173,301,0,0,0,0,0,0,0,0,
25,0330,SP404,1248,837,0,277,14,537,4,0,0,0,0,0,168,606,43,685,36,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,643,35,112,698,682,674,629,77,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,487,629,104,484,238,612,101,585,120,589,109,0,0,0,0,287,453,0,0,0,0,0,0,0,0,
25,0331,SP405,983,665,0,254,6,394,4,0,0,0,0,0,130,467,49,550,18,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,521,14,94,555,552,538,471,58,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,366,501,62,403,157,495,61,477,74,479,65,0,0,0,0,239,344,0,0,0,0,0,0,0,0,
25,0332,SP406,745,510,0,182,3,320,2,0,0,0,0,0,90,378,30,410,29,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,401,20,67,429,427,419,390,63,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,253,403,35,314,120,391,39,387,43,376,47,0,0,0,0,187,279,0,0,0,0,0,0,0,0,
25,0333,SP408,1088,626,0,232,22,363,4,0,0,0,0,0,159,402,51,446,50,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,420,43,140,495,498,480,423,94,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,311,470,87,391,158,446,96,431,113,433,96,0,0,0,0,184,387,0,0,0,0,0,0,0,0,
25,0334,SP409,843,568,0,190,11,357,7,0,0,0,0,0,131,378,44,444,39,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,402,25,108,458,464,448,414,76,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,270,441,68,359,148,426,76,422,78,424,71,0,0,0,0,211,321,0,0,0,0,0,0,0,0,
25,0335,SP410,487,258,0,111,6,137,3,0,0,0,0,0,83,146,23,183,18,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,167,14,66,200,204,199,172,48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,39,159,66,189,39,185,35,180,35,0,0,0,0,93,146,0,0,0,0,0,0,0,0,
25,0336,SP411,489,261,0,106,13,139,1,0,0,0,0,0,70,162,19,175,24,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,73,0,0,0,0,0,0,0,161,10,62,196,195,193,170,32,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,37,137,81,180,38,167,51,174,39,0,0,0,0,77,154,0,0,0,0,0,0,0,0,
25,0337,SP412,1180,631,0,251,26,345,7,0,0,0,0,0,181,387,53,437,50,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,415,39,143,500,497,487,416,96,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,80,351,186,450,87,418,109,429,92,0,0,0,0,200,382,0,0,0,0,0,0,0,0,
25,0338,SP414,1083,562,0,242,25,287,4,0,0,0,0,0,163,330,64,398,51,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,177,0,0,0,0,0,0,0,364,32,138,459,463,445,394,89,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,68,354,143,425,75,420,80,418,69,0,0,0,0,219,294,0,0,0,0,0,0,0,0,
25,0339,SP415,80,50,0,13,1,34,2,0,0,0,0,0,5,39,3,36,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,41,2,3,40,39,39,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,38,8,39,7,37,8,36,9,0,0,0,0,16,29,0,0,0,0,0,0,0,0,
25,0340,SP416,963,591,0,189,16,371,9,0,0,0,0,0,124,395,63,441,48,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,429,37,105,489,486,478,424,84,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,80,359,175,456,80,439,91,438,79,0,0,0,0,190,359,0,0,0,0,0,0,0,0,
25,0341,SQ401,1092,573,0,121,13,427,10,0,0,0,0,0,69,461,40,473,37,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,465,66,465,35,58,509,515,510,475,59,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,78,399,120,436,70,412,92,426,70,0,0,0,0,164,360,0,0,0,0,0,0,0,0,
25,0342,SQ402,953,510,0,101,8,392,7,0,0,0,0,0,79,404,18,418,12,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,419,64,405,34,61,450,447,443,414,56,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,66,331,119,379,67,362,81,367,73,0,0,0,0,149,327,0,0,0,0,0,0,0,0,
25,0343,SQ404,668,401,0,100,7,288,5,0,0,0,0,0,71,303,20,318,19,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,325,47,309,21,57,334,339,331,316,49,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,74,246,103,273,76,261,85,274,68,0,0,0,0,104,256,0,0,0,0,0,0,0,0,
25,0344,SQ405,1093,607,0,136,9,450,8,0,0,0,0,0,72,487,37,481,30,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,496,73,490,37,66,516,535,524,481,71,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,123,379,167,421,126,399,145,400,139,0,0,0,0,152,403,0,0,0,0,0,0,0,0,
25,0345,SQ406,732,486,0,94,4,379,6,0,0,0,0,0,52,399,32,401,25,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,405,43,396,29,45,414,429,425,400,47,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,74,318,118,365,67,345,86,348,77,0,0,0,0,141,312,0,0,0,0,0,0,0,0,
25,0346,SQ407,212,124,0,17,0,107,0,0,0,0,0,0,10,108,5,109,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,100,14,106,4,11,109,108,108,106,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,9,95,16,99,9,98,10,94,8,0,0,0,0,35,78,0,0,0,0,0,0,0,0,
25,0347,SQ408,1636,844,0,228,15,581,15,0,0,0,0,0,133,640,62,660,47,39,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,658,126,656,60,105,691,707,696,647,110,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,124,529,208,610,119,599,133,589,133,0,0,0,0,277,498,0,0,0,0,0,0,0,0,
25,0348,SQ410,1256,692,0,142,13,514,14,0,0,0,0,0,78,566,43,580,26,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,572,62,576,22,67,586,608,592,557,71,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,86,425,177,515,86,495,103,511,83,0,0,0,0,203,423,0,0,0,0,0,0,0,0,
25,0349,SR401,1177,760,0,323,16,406,9,0,0,0,0,0,208,458,73,542,53,38,69,0,25,476,212,0,0,0,0,0,0,0,0,561,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,33,170,608,612,608,519,119,614,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,93,447,195,544,100,531,112,536,102,0,0,0,0,258,449,458,281,0,0,340,391,231,505,
25,0350,SR402,1704,1054,0,385,20,624,11,0,0,0,0,0,227,701,102,771,68,35,87,0,46,709,235,0,0,0,0,0,0,0,0,800,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,37,190,820,837,829,756,139,828,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,138,588,292,730,147,713,165,706,153,0,0,0,0,346,611,591,413,0,0,499,507,337,682,
25,0351,SR404,1111,641,0,259,16,349,8,0,0,0,0,0,162,406,56,467,38,21,58,0,0,0,0,0,0,0,0,0,0,0,0,485,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,31,130,498,489,481,443,79,494,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,75,354,178,439,84,435,85,433,82,0,0,0,0,185,395,369,239,0,0,312,298,208,402,
25,0352,SR405,525,280,0,101,13,160,1,0,0,0,0,0,67,182,23,204,17,17,19,0,0,0,0,0,0,0,0,0,0,0,0,208,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,207,4,52,222,231,229,202,29,232,0,128,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,44,152,83,186,47,182,50,185,47,0,0,0,0,84,157,126,126,0,0,112,152,76,178,
25,0353,SR406,729,386,0,170,21,189,4,0,0,0,0,0,124,216,43,254,41,14,55,0,0,0,0,0,0,0,0,0,0,0,0,243,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,20,103,316,321,307,257,70,309,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,56,230,112,278,65,277,64,274,62,0,0,0,0,134,226,194,173,0,0,193,172,144,229,
25,0354,SR408,1286,854,0,301,18,521,4,0,0,0,0,0,170,593,72,644,41,34,59,0,0,0,0,0,0,0,0,0,0,0,0,639,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,38,132,684,688,674,616,104,701,0,440,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,85,471,234,599,103,592,108,579,106,0,0,0,0,259,509,478,345,0,0,411,408,255,572,
25,0355,SR409,1897,1079,0,391,20,648,5,0,0,0,0,0,243,716,99,814,69,37,79,0,0,0,0,0,0,0,0,0,0,0,0,801,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,57,191,897,894,879,786,124,892,0,520,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,135,638,290,771,152,764,164,761,148,0,0,0,0,352,631,634,405,0,0,523,526,355,687,
25,0356,SR410,578,285,0,149,7,125,2,0,0,0,0,0,75,173,29,207,27,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,16,64,242,241,237,203,27,234,0,118,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,33,170,80,217,29,208,38,205,34,0,0,0,0,96,158,152,118,0,0,146,126,96,174,
25,0357,SR411,455,263,0,125,11,125,1,0,0,0,0,0,103,139,21,173,32,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,155,16,84,191,194,197,173,38,195,0,90,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,36,130,88,182,37,175,45,174,39,0,0,0,0,79,170,162,98,0,0,147,111,97,158,
25,0358,SR412,1199,711,0,300,34,360,7,0,0,0,0,0,197,422,74,522,55,27,51,0,0,0,0,0,0,0,0,0,0,0,0,522,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,36,147,557,550,542,498,89,554,0,301,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,56,402,185,505,76,497,83,509,62,0,0,0,0,286,351,398,269,0,0,401,263,301,361,
25,0359,SR413,1065,698,0,214,15,459,4,0,0,0,0,0,116,502,60,561,30,22,37,0,0,0,0,0,0,0,0,0,0,0,0,559,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,20,97,559,550,551,503,74,586,0,321,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,92,432,163,502,96,479,118,499,94,0,0,0,0,200,436,353,318,0,0,317,357,231,441,
25,0360,SR414,1086,627,1,236,10,368,6,0,0,0,0,0,144,421,49,484,22,21,58,0,0,0,0,0,0,0,0,0,0,0,0,477,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,22,123,508,505,499,473,73,511,0,362,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,92,367,159,424,96,413,105,413,95,0,0,0,0,207,358,287,311,0,0,268,329,170,424,
25,0361,SR415,1192,790,0,229,20,533,2,0,0,0,0,0,145,569,64,626,35,24,61,0,0,0,0,0,0,0,0,0,0,0,0,642,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,43,123,656,648,636,612,89,656,0,422,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,101,488,185,547,116,546,121,559,102,0,0,0,0,281,435,420,345,0,0,370,387,256,509,
25,0362,SR416,862,555,1,146,11,386,4,0,0,0,0,0,95,414,36,438,19,19,38,0,0,0,0,0,0,0,0,0,0,0,0,440,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,19,83,450,446,441,423,71,450,0,356,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,72,311,156,394,71,379,82,382,75,0,0,0,0,162,354,254,281,0,0,196,335,99,434,
25,0363,SR417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0364,SR418,1046,695,0,177,18,489,5,0,0,0,0,0,127,521,36,562,22,26,38,0,0,0,0,0,0,0,0,0,0,0,0,558,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,24,92,575,568,553,537,73,580,0,338,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,111,391,208,486,111,454,143,482,108,0,0,0,0,182,464,290,375,0,0,260,405,144,525,
25,0365,SR419,981,680,0,204,17,452,5,0,0,0,0,0,130,491,42,529,37,21,49,0,0,0,0,0,0,0,0,0,0,0,0,520,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,21,97,557,550,541,517,79,564,0,310,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,82,359,184,447,97,440,105,435,100,0,0,0,0,200,407,310,336,0,0,214,436,147,503,
25,0366,SR420,1093,661,0,186,19,451,0,0,0,0,0,0,133,491,27,519,39,19,45,0,0,0,0,0,0,0,0,0,0,0,0,505,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,21,99,535,526,524,522,65,547,0,287,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,77,377,166,457,78,440,99,459,71,0,0,0,0,217,367,318,296,0,0,269,352,193,428,
25,0367,SR421,810,519,0,166,8,333,3,0,0,0,0,0,83,391,32,414,21,17,34,0,0,0,0,0,0,0,0,0,0,0,0,404,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,19,70,420,417,414,403,58,426,0,262,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,79,294,141,366,69,346,91,349,77,0,0,0,0,173,296,263,231,0,0,211,282,140,356,
25,0368,SR422,326,205,0,59,7,137,0,0,0,0,0,0,38,148,13,148,9,14,21,0,0,0,0,0,0,0,0,0,0,0,0,145,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7,37,167,165,161,153,27,169,0,116,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,30,123,51,143,29,133,39,140,27,0,0,0,0,61,126,82,117,0,0,63,134,51,145,
25,0369,SR423,946,584,0,165,16,389,7,0,0,0,0,0,110,404,58,442,36,21,49,0,0,0,0,0,0,0,0,0,0,0,0,428,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,25,85,485,486,471,432,75,496,0,306,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,84,359,144,406,90,410,89,402,87,0,0,0,0,159,372,285,275,0,0,236,321,151,403,
25,0370,SR424,1079,672,0,173,11,480,2,0,0,0,0,0,92,523,50,524,33,33,45,0,0,0,0,0,0,0,0,0,0,0,0,530,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,39,85,549,542,531,511,76,560,0,340,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,114,394,165,450,103,426,131,443,107,0,0,0,0,180,431,294,349,0,0,255,394,192,463,
25,0371,UAF301:01,4,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,2,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,
25,0372,UAF301:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
