COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0043,EM407,771,479,0,136,7,334,2,0,0,0,0,0,91,343,39,367,26,24,34,382,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,24,83,370,376,377,361,62,392,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,82,257,146,324,75,321,78,321,74,0,0,0,0,155,270,243,203,0,0,0,0,0,0,
25,0044,EM408,973,506,1,189,14,295,4,0,0,0,0,0,125,327,42,368,39,20,43,401,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,26,106,388,399,403,359,76,408,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,60,300,134,367,64,355,79,358,68,0,0,0,0,183,275,273,206,0,0,0,0,0,0,
25,0045,EM410,1652,976,0,305,26,635,5,0,0,0,0,0,178,706,74,779,48,43,66,822,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,46,139,813,824,818,761,127,838,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,135,573,253,687,139,686,137,666,152,0,0,0,0,346,548,564,372,0,0,0,0,0,0,
25,0046,EM411,1269,708,0,271,16,410,8,0,0,0,0,0,163,465,72,518,37,39,58,561,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,45,140,561,581,573,513,98,577,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,89,418,190,511,93,508,94,506,88,0,0,0,0,236,423,408,267,0,0,0,0,0,0,
25,0047,EM412,1155,621,0,228,23,362,5,0,0,0,0,0,139,412,58,448,35,28,58,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,45,109,500,503,485,427,96,504,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,96,333,189,419,102,413,104,416,95,0,0,0,0,196,360,376,202,0,0,0,0,0,0,
25,0048,EM414,787,435,0,151,13,265,4,0,0,0,0,0,100,293,30,316,30,24,41,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,25,79,351,355,345,314,67,362,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,61,259,121,307,70,308,69,310,62,0,0,0,0,152,240,223,188,0,0,0,0,0,0,
25,0049,EM415,1366,763,0,294,32,424,9,0,0,0,0,0,180,508,54,574,40,25,66,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,46,126,626,622,604,572,83,617,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,100,449,203,546,97,538,103,532,97,0,0,0,0,261,431,403,320,0,0,0,0,0,0,
25,0050,EM416,1026,572,0,205,26,332,5,0,0,0,0,0,138,375,51,425,42,28,44,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,28,109,472,472,462,413,83,476,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,82,338,150,404,83,390,95,401,82,0,0,0,0,199,323,339,203,0,0,0,0,0,0,
25,0051,EM417,986,529,0,199,14,308,5,0,0,0,0,0,130,350,37,366,28,21,58,0,0,0,0,0,0,0,0,0,0,0,0,367,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,21,106,415,415,410,374,61,419,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,86,294,160,373,79,368,85,376,74,0,0,0,0,165,315,296,204,0,0,0,0,0,0,
25,0052,EM418,1094,595,0,194,18,373,8,0,0,0,0,0,115,415,59,443,33,29,57,498,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,36,96,504,520,507,430,106,506,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,89,368,151,445,76,428,89,432,76,0,0,0,0,195,361,341,232,0,0,0,0,0,0,
25,0053,EM419,1000,578,0,170,22,375,8,0,0,0,0,0,108,408,53,436,41,31,43,471,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,41,96,471,487,482,419,103,486,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,67,357,146,426,71,416,81,413,72,0,0,0,0,149,400,297,261,0,0,0,0,0,0,
25,0054,EM420,1372,693,0,211,30,439,10,0,0,0,0,0,160,477,46,496,39,57,50,569,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,48,145,566,581,563,491,98,570,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,102,360,231,483,114,477,122,463,123,0,0,0,0,225,405,368,284,0,0,0,0,0,0,
25,0055,EM422,1186,592,0,183,25,376,5,0,0,0,0,0,125,395,65,431,39,30,63,485,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,27,118,498,504,495,433,96,499,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,118,353,168,402,122,404,123,401,121,0,0,0,0,180,379,287,281,0,0,0,0,0,0,
25,0056,EM423,1291,675,0,198,22,441,10,0,0,0,0,0,146,475,49,490,59,32,65,567,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,57,133,560,566,556,503,109,580,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,124,362,216,451,128,437,140,447,132,0,0,0,0,229,392,339,308,0,0,0,0,0,0,
25,0057,EM424,525,280,0,76,11,191,1,0,0,0,0,0,45,210,22,210,16,11,26,229,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,20,45,227,231,229,213,34,235,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,31,170,69,200,39,196,43,201,37,0,0,0,0,78,182,125,143,0,0,0,0,0,0,
25,0058,ER401,1103,708,0,189,5,505,6,0,0,0,0,0,101,560,34,598,32,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,588,67,564,27,89,613,630,629,578,52,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,73,475,154,544,67,532,78,541,63,0,0,0,0,250,392,0,0,0,0,0,0,0,0,
25,0059,ER402,953,629,1,149,5,465,7,0,0,0,0,0,84,511,25,518,22,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,516,60,512,28,53,542,559,552,522,55,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,348,0,0,473,60,371,141,443,69,437,75,446,63,0,0,0,0,216,340,0,0,0,0,0,0,0,0,
25,0060,ER403,919,611,0,140,9,454,5,0,0,0,0,0,74,491,38,505,29,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,511,54,494,26,71,503,512,507,486,64,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,317,0,0,470,57,354,160,450,61,420,89,430,72,0,0,0,0,181,377,0,0,0,0,0,0,0,0,
25,0061,FF401,128,93,0,21,2,68,0,0,0,0,0,0,15,71,6,79,4,3,1,82,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,12,80,82,83,75,11,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,61,23,72,12,70,14,70,11,0,0,0,0,35,52,42,46,0,0,0,0,0,0,
25,0062,GE401,721,476,0,56,9,409,1,0,0,0,0,0,39,408,25,397,16,16,17,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,45,398,24,34,395,411,403,393,40,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,65,292,110,326,67,313,77,320,69,0,0,0,0,106,308,0,0,0,0,0,0,0,0,
25,0063,GE402,236,169,0,14,2,152,1,0,0,0,0,0,7,157,3,150,3,3,4,0,0,0,0,0,0,0,27,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,8,151,6,6,152,152,149,153,11,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,48,106,52,112,45,111,46,109,44,0,0,0,0,36,125,0,0,0,0,0,0,0,0,
25,0064,GO401,442,251,0,53,5,190,2,0,0,0,0,0,37,201,12,204,10,11,17,0,0,0,0,0,0,0,44,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,37,197,13,38,215,226,216,204,33,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,50,165,70,184,48,180,51,181,50,0,0,0,0,88,145,0,0,0,0,0,0,0,0,
25,0065,HI301,1125,712,0,232,13,462,2,5,90,22,549,22,0,0,0,573,29,14,37,0,0,0,0,43,534,82,0,0,0,0,0,0,0,0,0,0,0,80,36,556,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,539,25,94,550,560,550,553,47,569,0,0,0,255,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,78,390,192,489,88,484,99,493,77,0,0,0,0,218,406,302,358,0,0,0,0,0,0,
25,0066,HI302,1040,715,0,189,15,506,1,4,73,12,589,17,0,0,0,585,27,18,28,0,0,0,0,45,556,71,0,0,0,0,0,0,0,0,0,0,0,75,43,562,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,560,18,89,600,599,601,573,35,606,0,0,0,260,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,60,416,154,503,64,497,73,506,58,0,0,0,0,226,398,319,344,0,0,0,0,0,0,
25,0067,HI304,675,474,0,162,9,299,1,2,62,5,364,24,0,0,0,371,26,6,29,0,0,0,0,16,344,77,0,0,0,0,0,0,0,0,0,0,0,75,16,353,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,349,13,80,387,382,381,371,33,390,0,0,0,184,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,34,265,113,336,42,343,34,338,32,0,0,0,0,154,266,198,237,0,0,0,0,0,0,
25,0068,HI305,911,671,0,173,14,477,2,17,78,27,503,30,0,0,0,519,31,24,45,0,0,0,0,39,510,79,0,0,0,0,0,0,0,0,0,0,0,77,45,523,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,513,32,91,515,526,546,529,62,543,0,0,0,271,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,99,361,188,436,114,424,127,420,116,0,0,0,0,221,386,228,405,0,0,0,0,0,0,
25,0069,HI306,887,651,0,220,9,412,5,4,83,12,516,24,0,0,0,510,30,27,27,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,71,16,532,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,497,23,97,528,533,525,507,56,545,0,0,0,248,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,83,372,143,446,71,444,74,446,67,0,0,0,0,196,388,262,358,0,0,0,0,0,0,
25,0070,HI307,1182,831,0,250,6,564,5,9,97,25,662,22,0,0,0,696,27,28,34,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,111,28,650,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,628,32,131,684,684,707,644,71,685,0,0,0,310,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,74,452,208,587,75,549,119,577,86,0,0,0,0,287,459,341,446,0,0,0,0,0,0,
25,0071,HI308,1270,871,0,222,10,631,2,12,85,20,704,26,0,0,0,720,36,19,33,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,93,32,701,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,680,29,115,724,730,735,685,71,718,0,0,0,338,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,137,482,261,606,135,604,138,590,142,0,0,0,0,290,501,300,506,0,0,0,0,0,0,
25,0072,HI310,725,505,0,132,6,362,3,9,56,16,396,21,0,0,0,406,28,12,26,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,48,24,394,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,385,19,66,410,406,410,364,52,410,0,0,0,160,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,82,256,150,315,90,314,92,316,89,0,0,0,0,148,294,199,272,0,0,0,0,0,0,
25,0073,HI311,910,604,0,233,5,364,0,5,74,6,481,13,0,0,0,487,33,16,27,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,73,43,458,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,452,20,93,487,490,497,455,43,493,0,0,0,195,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,73,335,163,435,68,422,85,425,69,0,0,0,0,241,311,292,278,0,0,0,0,0,0,
25,0074,HI312,1112,737,0,242,8,479,0,6,109,21,560,15,0,0,0,566,39,31,26,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,103,77,511,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,564,23,106,584,588,564,539,52,608,0,0,0,368,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,113,389,221,490,121,487,131,489,120,0,0,0,0,242,430,324,371,0,0,0,0,0,0,
25,0075,HI313,1223,843,2,214,11,610,1,17,72,14,694,29,0,0,0,697,27,18,48,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,86,50,665,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,687,33,79,729,728,707,675,70,726,0,0,0,472,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,100,476,201,572,108,562,122,569,107,0,0,0,0,263,492,295,491,0,0,0,0,0,0,
25,0076,HI314,1333,925,0,322,12,577,6,18,111,12,732,27,0,0,0,739,36,39,39,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,103,56,702,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,706,41,121,773,769,762,700,100,776,0,0,0,478,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,92,545,211,653,97,643,117,640,102,0,0,0,0,321,479,395,450,0,0,0,0,0,0,
25,0077,LE301,1019,567,0,256,18,289,2,9,172,10,342,14,0,0,0,388,46,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,324,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,348,20,172,417,425,426,371,83,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,73,303,172,384,91,380,99,381,87,0,0,0,0,166,334,307,222,0,0,0,0,0,0,
25,0078,LE302,1112,576,0,228,28,310,6,13,171,12,345,24,0,0,0,393,37,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,341,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,359,23,165,416,432,435,367,101,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,82,301,171,389,82,383,90,381,84,0,0,0,0,207,305,287,240,0,0,0,0,0,0,
25,0079,LE303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0080,LE304,999,625,0,249,13,358,3,11,134,6,441,20,0,0,0,458,32,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,400,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,432,26,131,484,490,492,438,85,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,68,327,180,434,70,428,83,424,68,0,0,0,0,216,349,317,270,0,0,0,0,0,0,
25,0081,LE305,611,367,0,144,12,207,1,0,89,11,230,20,0,0,0,269,24,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,221,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,234,16,86,267,279,285,253,37,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,48,185,117,241,52,232,58,236,51,0,0,0,0,103,217,170,163,0,0,0,0,0,0,
25,0082,LE306,1001,556,0,247,22,284,1,19,148,9,341,22,0,0,0,382,29,23,59,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,42,308,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,346,44,135,413,412,416,361,81,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,75,296,154,379,73,372,79,374,74,0,0,0,0,181,298,283,222,0,0,0,0,0,0,
25,0083,LE308,870,622,0,161,3,452,3,9,65,6,520,11,0,0,0,527,16,11,28,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,13,507,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,503,15,79,532,537,536,499,42,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,61,396,146,476,61,451,90,477,59,0,0,0,0,209,361,287,310,0,0,0,0,0,0,
25,0084,LE309,1105,696,0,242,10,442,2,9,92,6,553,16,0,0,0,559,34,24,32,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,26,511,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,544,23,90,578,578,569,533,61,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,70,396,187,518,69,513,71,509,68,0,0,0,0,261,363,367,287,0,0,0,0,0,0,
25,0085,LE310,1019,587,0,232,23,322,7,12,130,20,374,31,0,0,0,404,41,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,364,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,382,39,131,441,456,447,407,84,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,86,329,174,413,87,410,91,413,81,0,0,0,0,195,342,289,258,0,0,0,0,0,0,
25,0086,LE311,1157,734,0,284,15,429,3,15,132,14,524,32,0,0,0,545,43,37,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,483,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,520,32,147,568,592,582,512,85,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,115,404,234,517,115,508,131,516,107,0,0,0,0,248,415,363,336,0,0,0,0,0,0,
25,0087,LE312,1181,758,0,292,8,454,3,9,130,6,568,20,0,0,0,596,36,36,30,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,31,546,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,553,25,142,615,615,614,557,70,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,112,414,224,525,111,513,124,507,117,0,0,0,0,241,434,361,361,0,0,0,0,0,0,
25,0088,LE314,1083,740,0,247,11,471,4,8,68,21,598,28,0,0,0,614,24,19,33,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,32,590,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,584,21,93,611,612,613,600,50,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,85,456,188,557,80,532,112,547,86,0,0,0,0,276,401,376,334,0,0,0,0,0,0,
25,0089,LE315,1134,767,1,260,13,487,3,13,92,10,614,21,0,0,0,639,33,24,32,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,23,599,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,613,20,93,641,640,634,598,73,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,92,440,201,539,103,524,120,545,95,0,0,0,0,290,413,350,380,0,0,0,0,0,0,
25,0090,LE316,1188,802,0,251,11,525,12,8,99,20,639,27,0,0,0,615,38,29,49,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,30,629,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,0,596,36,125,649,653,641,595,86,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,105,467,215,561,116,546,131,547,118,0,0,0,0,236,497,380,381,0,0,0,0,0,0,
25,0091,LE317,959,652,0,246,7,388,5,12,104,24,476,13,0,0,0,507,33,33,37,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,16,499,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,473,19,117,545,543,541,483,61,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,76,359,205,473,93,467,98,486,74,0,0,0,0,262,333,301,325,0,0,0,0,0,0,
25,0092,LE318,844,594,0,182,7,396,6,5,72,13,471,14,0,0,0,502,16,12,28,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,13,486,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,475,18,73,501,499,495,479,48,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,56,359,158,455,61,431,75,444,63,0,0,0,0,199,356,281,277,0,0,0,0,0,0,
25,0093,LE319,118,52,0,27,4,20,0,1,24,1,24,2,0,0,0,27,7,4,8,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,21,4,25,41,41,40,32,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,28,17,36,10,37,9,35,11,0,0,0,0,16,33,31,20,0,0,0,0,0,0,
25,0094,LE320,1088,689,0,210,21,446,7,14,90,15,524,31,0,0,0,535,22,30,57,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,35,545,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,505,41,104,563,568,560,502,96,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,93,430,169,502,94,488,110,498,95,0,0,0,0,228,409,287,366,0,0,0,0,0,0,
25,0095,LE321,1081,747,0,231,8,498,4,11,68,12,602,35,0,0,0,613,27,23,26,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,23,604,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,580,32,97,628,631,627,575,63,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,82,466,166,554,75,531,91,535,87,0,0,0,0,238,434,341,370,0,0,0,0,0,0,
25,0096,LE401,1281,679,0,349,22,302,5,0,0,0,0,0,228,364,71,447,65,37,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,424,43,198,504,520,518,435,110,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,107,362,223,465,118,460,123,456,117,0,0,0,0,215,408,328,314,0,0,0,0,0,0,
25,0097,LE402,212,153,0,56,10,86,1,0,0,0,0,0,35,113,5,124,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,108,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,110,8,30,130,133,132,107,18,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,16,96,40,113,22,112,24,113,21,0,0,0,0,50,93,92,53,0,0,0,0,0,0,
